seqNo,siteCode,subTitle,subContent,sDate,eDate,groupName,contact,subDesc,subPath,subDesc2,subDesc3,mainImageT,sido,gugun,subDate,eventName,CATEGORY_NM,URL,imageUrl,EVENT_TM_INFO
11515,4,명탄서원 공주를 추로지향으로꿈꾸다,인문학강좌,20241215,20241215,공주이씨충절사수호위원회문중,010-4592-3942,명탄서원대강당 및 혜의당,,"학생,시민,사회적약자 20명내외",무료,,충청남도,공주시,"12월 7일, 12월 8일, 12일 14일, 12월 15일(총 4회)/14:00-16:00",명탄서원 공주를 추로지향으로꿈꾸다,,,,
11522,4,삶의 덕목과 염원을 담아,예산 10경을 담은 한복 전시회,20241215,20241215,충남문화유산콘텐츠협동조합,041-556-1988,예산향교,https://www.cchcc.info/,전국민,무료,,충청남도,예산군,"12월 1일, 15일, 27일 (3회) 9:00~18:00",삶의 덕목과 염원을 담아,,,,
11542,4,향교사랑방,전통차체험,20241215,20241215,창녕향교,055-532-0217,창녕향교 동재 서재,,일반인,무료,,경상남도,창녕군,"12월 7일, 8일, 14일, 15일, 21일, 22일 매주 토,일 13시~18시 (총6회)",향교사랑방,,,,
11536,4,우포차회아카데미 1학년(기초반)운영,생활다례 및 의식다례를 공부함,20241216,20241216,창녕향교,055-532-0217,유림회관,,등록학생,무료,,경상남도,창녕군,"12월 2일, 9일, 16일, 23일 (월) 18시~20시 (총4회)",우포차회아카데미 1학년(기초반)운영,,,,
11525,4,어르신 창작 마당극 - 신숭겸 꿈의 이야기,지역 어르신들이 만들어 가는 마당극 교육 및 공연(신숭겸 이야기),20241216,20241216,곡성문화원,061-362-0890,"곡성문화원, 덕양서원",http://gs-culture.or.kr,65세이상 곡성주민 20명 내외,무료,,전라남도,곡성군,"12월 2일, 9일, 16일, 23일, 30일(총 5회) / 14시~16시",어르신 창작 마당극 - 신숭겸 꿈의 이야기,,,,
11501,2,찾아가는 소포농악두레,소포걸군농악 찾아가는 교육,20241217,20241217,진도소포걸군농악보존회,010-6299-8808,지산초등학교,,지역학생,강사파견,,전라남도,진도군,"12월 3일, 10일, 17일",찾아가는 소포농악두레,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241217,20241217,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11499,2,영산강 대표 정자를 돌아보며 인문학 강좌,정자에서 인문학 강좌 및 전통 공연을 통한 인문적 소양을 함양,20241218,20241218,나주문화원,061-332-5115,나주시 일원,,리더모임 20명 내외,무료,,전라남도,나주시,12월18일 / 10시~17시,영산강 대표 정자를 돌아보며 인문학 강좌,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241218,20241218,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11537,4,우포차회아카데미 2학년(수련반)운영,접빈다례를 공부함,20241219,20241219,창녕향교,055-532-0217,유림회관,,등록학생,무료,,경상남도,창녕군,"12월 5일, 12일, 19일 (목) 18시~20시 (총3회)",우포차회아카데미 2학년(수련반)운영,,,,
11538,4,우포차회아카데미 사범반운영,가야다법을 공부함,20241219,20241219,창녕향교,055-532-0217,유림회관,,등록학생,무료,,경상남도,창녕군,"12월 5일, 12일, 19일 (목) 19시~21시 (총3회)",우포차회아카데미 사범반운영,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241219,20241219,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11539,4,주역반 강좌운영,주역공부를 함,20241219,20241219,창녕향교,055-532-0217,유림회관,,일반인,무료,,경상남도,창녕군,"12월 5일, 12일, 19일 (목) 10시~12시 (총3회)",주역반 강좌운영,,,,
11507,4,유생들과 에코프랜즈,미래를 위한 환경보호 실천활동. 전통놀이와 예술체험으로 배우는 유학놀이터,20241219,20241219,통합문화예술교육바로,070-8065-4166,구강서원,cafe.naver.com/artbaro,아동 및 청소년 25명,무료,,울산광역시,중구,"12월11일, 12월12일,12일19일(총3회)/ 10:00~12:00",유생들과 에코프랜즈,,,,
11512,4,꼬무락 꼬마선비,"청소년, 외국인 유학생,재외동포, 가족단위 관광객 대상의 선비의례체험, 선비예절, 인장체험, 도예문화체험 등 다양한 체험프로그램 운영",20241219,20241219,충현서원,014-857-9796,"충현서원, 방문장소",https://www.chseowon.com,"청소년, 외국인유학생 및 재외동포, 가족단위 관광객",무료,,충청남도,공주시,12월19일(총1회) / 10시 ~ 12시,꼬무락 꼬마선비,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241220,20241220,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241220,20241220,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11540,4,소학반 강좌운영,소학공부를 함,20241220,20241220,창녕향교,055-532-0217,유림회관,,일반인,무료,,경상남도,창녕군,"12월 6일, 13일, 20일 (금) 10시~12시 (총3회)",소학반 강좌운영,,,,
11514,4,박문약례 인성교실,"충남 최초 사액서원에서 체험하는 올바른 전통예절 및 선비인사법, 플로킹캠페인을 적용한 박문약례 플로킹 코스체험",20241220,20241220,충현서원,041-857-9796,"충현서원, 방문장소",https://www.chseowon.com,"청소년, 외국인유학생 및 재외동포",무료,,충청남도,공주시,"12월12일, 12월20일(총2회) / 10시~12시, 14시~16시",박문약례 인성교실,,,,
11482,9,나눔의 곳간을 열다.,고택의 내력과 역사 소개 및 소장유물 전시설명 및 탐방,20241221,20241221,사)경주최부자선양회,054)774-0202,경주최부자댁,,관광객 회당 500명,무료,,경상북도,경주시,"12월 7일, 14일, 21일 (총3회) / 11:00~15:00",나눔의 곳간을 열다.,,,,
11541,4,서예반 강좌운영,서예역공부를 함,20241221,20241221,창녕향교,055-532-0217,유림회관,,일반인,무료,,경상남도,창녕군,"12월 7일, 14일, 21일 (토) 10시~12시 (총3회)",서예반 강좌운영,,,,
11542,4,향교사랑방,전통차체험,20241221,20241221,창녕향교,055-532-0217,창녕향교 동재 서재,,일반인,무료,,경상남도,창녕군,"12월 7일, 8일, 14일, 15일, 21일, 22일 매주 토,일 13시~18시 (총6회)",향교사랑방,,,,
11500,2,삼시세끼 농악마실,소포걸군농악 동지굿,20241221,20241221,진도소포걸군농악보존회,010-6299-8808,"소포전통민속체험관, 소포마을",,"관광객, 체험객, 지역민 등",무료,,전라남도,진도군,12월 21일 (총1회) / 14시~16시,삼시세끼 농악마실,,,,
11497,2,마천목장군 도깨비잔치_산타를 만나다.,"제2의 민속촌 가능성 타진과 농악, 국악과의 어울림 및 역사 재현 등",20241221,20241221,(사)섬진강 도꺠비마을,061-363-2953,섬진강도깨비마을,,누구나,유료,,전라남도,곡성군,12월21일(토요일)/11시~17시,마천목장군 도깨비잔치_산타를 만나다.,,,,
11530,4,열두마당 세시이야기-동지,"새알빚기, 새해 달력만들기",20241221,20241221,문화공간 도계,010.3629.4720,도계서원,https://www.instagram.com/dogye_culturalplace?igsh=MTF4b2xya3F5anR0bA==,가족,무료,,경상북도,안동시,12월21일 /10:30~12:00,열두마당 세시이야기-동지,,,,
11508,4,선비들의 문화 나들이,"향교 서원에서 예술과 함께 보내는 문화향유 프로그램/목요생활공예, 금요캘리그라피,토요선비들의문화나들이",20241221,20241221,통합문화예술교육바로,070-8065-4166,구강서원,cafe.naver.com/artbaro,"65세 이상 어르신,장애인, 다문화가정,임산부,직장 근로자,경력단절여성 등(회당15명내외)",무료,,울산광역시,중구,"12월5일(목요일), 12월7일, 12월14일, 12월21일(토요일)/(총4회)/10시~12시",선비들의 문화 나들이,,,,
11519,4,비단골수락하다,동지-팥죽으로 액땜하세,20241221,20241221,헤리티지 락,010-9540-9007,금산향교,,지역민 신청자,무료,,충청남도,금산군,12월21일 오전 10-12시,비단골수락하다,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241221,20241221,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11510,4,차이나는 신항스테이,신항 가양주&동지제,20241221,20241221,신항서원활성화사업단,043-215-1125,신항서원,,시민,1만원,,충청북도,청주시,12월21일,차이나는 신항스테이,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241221,20241221,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11542,4,향교사랑방,전통차체험,20241222,20241222,창녕향교,055-532-0217,창녕향교 동재 서재,,일반인,무료,,경상남도,창녕군,"12월 7일, 8일, 14일, 15일, 21일, 22일 매주 토,일 13시~18시 (총6회)",향교사랑방,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241222,20241222,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241222,20241222,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11489,2,전통판화학교,전시연계 인쇄문화 교육프로그램,20241222,20241222,고판화박물관,033-761-7885,고판화박물관,,누구나,무료,,강원도,원주시,12월 22일(총1회)/ 13시~15시,전통판화학교,,,,
11525,4,어르신 창작 마당극 - 신숭겸 꿈의 이야기,지역 어르신들이 만들어 가는 마당극 교육 및 공연(신숭겸 이야기),20241223,20241223,곡성문화원,061-362-0890,"곡성문화원, 덕양서원",http://gs-culture.or.kr,65세이상 곡성주민 20명 내외,무료,,전라남도,곡성군,"12월 2일, 9일, 16일, 23일, 30일(총 5회) / 14시~16시",어르신 창작 마당극 - 신숭겸 꿈의 이야기,,,,
11536,4,우포차회아카데미 1학년(기초반)운영,생활다례 및 의식다례를 공부함,20241223,20241223,창녕향교,055-532-0217,유림회관,,등록학생,무료,,경상남도,창녕군,"12월 2일, 9일, 16일, 23일 (월) 18시~20시 (총4회)",우포차회아카데미 1학년(기초반)운영,,,,
11513,4,공감토크고청사랑방,"마을 공동체문화 회복을 위한 토크쇼, 서원의 향촌자치 및 대민 교화기능을 현대적으로 적용, 지역출신 인사의 성공모델 공유, 지역민의 갈등 조정 및 일자리 창출, 지역민의 화합을 위한 찾아가는 사랑방 운영",20241224,20241224,충현서원,014-857-9796,"충현서원, 방문장소",https://www.chseowon.com,청소년 및 지역민,무료,,충청남도,공주시,12월24일(총1회) / 14시 ~ 17시,공감토크고청사랑방,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241224,20241224,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241225,20241225,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241226,20241226,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11522,4,삶의 덕목과 염원을 담아,예산 10경을 담은 한복 전시회,20241227,20241227,충남문화유산콘텐츠협동조합,041-556-1988,예산향교,https://www.cchcc.info/,전국민,무료,,충청남도,예산군,"12월 1일, 15일, 27일 (3회) 9:00~18:00",삶의 덕목과 염원을 담아,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241227,20241227,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241227,20241227,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241228,20241228,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241228,20241228,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241229,20241229,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11529,4,"상시프로그램 - 열린서원, 묵계서원",서원을 도서관 시설 및 체험존으로 만들어 누구나 친근하게 올 수 있는 열린 서원으로 조성,20241229,20241229,사단법인 미래문화재단,054-841-2433,"묵계서원, 보백당 종택, 만휴정",,전국민&외국인,무료,,경상북도,안동시,"12월 1일 ~ 12월 31일 매주 금, 토, 일 / 9시 ~ 18시","상시프로그램 - 열린서원, 묵계서원",,,,
11525,4,어르신 창작 마당극 - 신숭겸 꿈의 이야기,지역 어르신들이 만들어 가는 마당극 교육 및 공연(신숭겸 이야기),20241230,20241230,곡성문화원,061-362-0890,"곡성문화원, 덕양서원",http://gs-culture.or.kr,65세이상 곡성주민 20명 내외,무료,,전라남도,곡성군,"12월 2일, 9일, 16일, 23일, 30일(총 5회) / 14시~16시",어르신 창작 마당극 - 신숭겸 꿈의 이야기,,,,
11502,2,조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,300년의 역사를 지닌 국가무형문화재 사기장 김정옥 가문의 역사와 그들이 가진 문화유산에 대해 ICT 실감콘텐츠 연계 상설 전시를 통해 효율적으로 교육 할 수있는 프로그램,20241231,20241231,㈜백산헤리티지,010-3794-5324,문경 국가무형문화재전수관,,일반인,무료,,경상북도,문경시,"12월 1일부터 12월 31일까지 매 주 화요일, 수요일, 목요일, 금요일, 토요일, 일요일 운영 (총 200회) / 09:00 ~ 18:00",조선백자 실감 공방과 달항아리 디지털 캠퍼스 (1) 가족 친화·치유 문화유산 실감(ICT) 1박 2일 캠퍼스,,,,
11511,4,<달래강 노래> 20호 발간,<달래강 노래> 제20호(12월) 200부 발간 배포,20241231,20241231,중심고을연구원,043-843-1676,중심고을연구원,http://café.daum.net/cj-ins,200부 발간,,,충청북도,충주시,12월 31일,<달래강 노래> 20호 발간,,,,
11512,4,현륭원의 약속,,20241210,20241210,,031-230-3203,경기아트센터,www.ggac.or.kr,,,,경기도,,,,공연,https://ggc.ggcf.kr/cultureEvents/view/67488a78915cffcf59c84765,https://ggc.ggcf.kr/uploadimg/2023/file/SmartSelect_20241128_233042_Google_1732807139799.jpg,
11513,4,짐 아미뇽 : 슬로우 시티,"짐 아미뇽의 슬로우 시티(Slow City) 전시는 현대 도시 생활의 빠른 속도와 소비 중심의 문화에 대한 비판적 성찰을 담은 작품들로 구성됩니다. 이 전시는 도시의 속도와 현대인의 삶을 관조하며, 인간성과 공동체적 가치를 회복하기 위한 메시지를 예술적 형태로 풀어냅니다.",20241121,20241228,,031-850-5175,의정부문화재단,www.uac.or.kr,"10:00~18:00, 일,월 휴관",,,경기도,,,,전시,https://ggc.ggcf.kr/cultureEvents/view/67488b68915cffcf59c84766,https://ggc.ggcf.kr/uploadimg/2023/file/SmartSelect_20241128_233456_Google_1732807333455.jpg,
11514,4,"<기다림의 맛, 시간>","기다림의 맛, 시간은 빠르게 흘러가는 현대 사회에서 느린 시간과 기다림의 미학을 재조명합니다. 이 전시는 기다림이 단순한 낭비가 아니라, 가치와 의미를 창조하는 과정임을 일깨웁니다.",20241018,20250223,,031-324-9114,국립농업박물관,www.namuk.or.kr,"10:00~18:00, 월 휴관",,,경기도,,,,전시,https://ggc.ggcf.kr/cultureEvents/view/67488ef6915cffcf59c84767,https://ggc.ggcf.kr/uploadimg/2023/file/SmartSelect_20241128_233821_Google_1732807710236.jpg,
11515,4,차이코프스키 오디세이,"차이코프스키 오디세이는 차이코프스키의 오디세이 작품들을 통해 그의 음악적 세계를 탐험합니다. 이 전시는 차이코프스키의 음악이 시간과 공간을 초월하는 힘을 가지고 있음을 보여주며, 드넓은 음악적 세계를 경험할 수 있는 기회를 제공합니다.",20241219,20241219,,031-290-4634,"화성시문화재단, 화성시예술단",www.hcf.or.kr,19:30,,,경기도,,,,공연,https://ggc.ggcf.kr/cultureEvents/view/674889bb915cffcf59c84764,https://ggc.ggcf.kr/uploadimg/2023/file/SmartSelect_20241128_232621_Google_1732806911733.jpg,
11516,4,"의왕향토사료관 특별전시 <발굴, 출토 유물>","의왕향토사료관 특별전시 <발굴, 출토 유물>은 의왕시 지역에서 발굴된 유물들을 전시하여, 지역 문화와 역사를 탐험할 수 있는 기회를 제공합니다. 이 전시는 지역 문화의 깊이와 다양성을 탐험하며, 지역 문화의 가치를 일깨웁니다.",20241122,20251114,,031-345-3669,의왕시,www.uiwang.go.kr›culture,9:00~18:00,,,경기도,,,,전시,https://ggc.ggcf.kr/cultureEvents/view/674890f2915cffcf59c84768,https://ggc.ggcf.kr/uploadimg/2023/file/SmartSelect_20241128_234129_Google_1732808485667.jpg,
11517,4,비우고 채우는 하루,"비우고 채우는 하루는 비우고 채우는 하루 프로그램을 통해 비우고 채우는 하루의 중요성을 일깨웁니다. 이 프로그램은 비우고 채우는 하루를 통해 삶의 균형을 찾고, 소중한 시간을 소중하게 여기는 방법을 제시합니다.",20241130,20241207,,031-645-0623,"경기문화재단, 경기문화예술교육지원센터, 한국도자재단, 경기도자미술관",https://www.gmocca.org/,무료,,,경기도,,,,교육,https://ggc.ggcf.kr/cultureEvents/view/6745185f915cffcf59c8471a,https://ggc.ggcf.kr/uploadimg/2023/file/[포스터] 비우고 채우는 하루_1732581463473.jpg,토요일 14:00-16:00
11518,4,세계명화 레플리카전시 <구스타프 클림트 체험전>,"세계명화 레플리카전시 <구스타프 클림트 체험전>은 구스타프 클림트의 작품들을 레플리카로 전시하여, 그의 작품을 직접 경험할 수 있는 기회를 제공합니다. 이 전시는 클림트의 작품을 통해 그의 예술적 세계를 탐험하며, 그의 작품에 대한 이해를 높입니다.",20241206,20250119,,031-535-3607,포천문화관광재단,https://www.pcfac.or.kr/sub02/sub01-1.php?type=view&uid=1815956,"5,000원",10:00~18:00,,경기도,,,,전시,https://ggc.ggcf.kr/cultureEvents/view/67455a9b915cffcf59c84729,https://ggc.ggcf.kr/uploadimg/2023/file/포천 클림트-포스터-A2_1732951178841.jpg,
11519,4,요상한 도시의 고양이들,"요상한 도시의 고양이들은 고양이들이 사는 도시의 특별한 모습을 탐험하는 프로그램입니다. 이 프로그램은 고양이들의 삶과 그들이 사는 도시의 생활을 통해 도시와 자연의 조화를 발견하고, 도시 속에서도 자연과 공존할 수 있는 방법을 제시합니다.",20241206,20241207,,010-3224-6294,공간서커스살롱,인스타그램 @circusalon_korea,"전석 10,000원","2024년 12월 6일(금) 19:00 | 7일(토) 13:00, 17:00",,경기도,,,,공연,https://ggc.ggcf.kr/cultureEvents/view/6745981b915cffcf59c84736,https://ggc.ggcf.kr/uploadimg/2023/file/image01_1732614170784.png,
11520,4,일상이 예술이 되는 곳,"일상이 예술이 되는 곳은 일상의 무수한 순간들을 예술적인 관점에서 바라보는 프로그램입니다. 이 프로그램은 일상의 작은 순간들을 예술적으로 표현하고, 일상을 예술적으로 즐기는 방법을 제시합니다.",20241204,20241210,,02-2621-8876,"광명문화재단 / 후원 경기도, 경기문화재단",www.gmcf.or.kr,무료,17:00-18:00,,경기도,,,,전시,https://ggc.ggcf.kr/cultureEvents/view/67451dcd915cffcf59c84724,https://ggc.ggcf.kr/uploadimg/2023/file/[포스터]근거한공간 과정공유회_1732582859265.jpg,
